,Unnamed: 0,Unnamed: 0.1,ID,x,y,time,NMEA_lat,latDir,NMEA_lon,lonDir,fix,nSat,hError,altitude,unit,height (datum),unit.1,dgpsAge,checksum,note,typename,sub category,ID.1,energifyn,fjernvarme,geodanmark,kortopslag,samaqua
107,107,83,87,590664.0981,6136663.387,105055.95,5522.073911,N,1025.829645,E,4,8,,23.778,M,39.413,M,0.9,0008*7C,,Light Fixture,,87,-,-,-,-,-
106,106,82,86,590668.4292,6136670.136,105033.6,5522.0775,N,1025.833875,E,4,6,,23.923,M,39.413,M,1.6,0008*77,,Light Fixture,,86,-,-,1034153007,-,-
99,99,67,70,590685.913,6136652.113,104422.75,5522.067593,N,1025.850071,E,4,10,,22.125,M,39.413,M,0.8,0008*77,,Light Fixture,,70,-,-,1103669380,-,-
95,95,32,35,590744.0286,6136662.526,102836.25,5522.072561,N,1025.905271,E,4,10,,23.015,M,39.413,M,1.3,0008*70,,Light Fixture,,35,-,-,1103669265,-,-
85,85,262,276,590771.0625,6136842.998,132600.15,5522.169533,N,1025.934368,E,4,6,,21.5,M,39.415,M,1.1,0024*7D,,Downspout Grille,,276,-,-,-,-,-
84,84,260,274,590751.7621,6136841.167,132521.25,5522.16876,N,1025.916066,E,4,7,,21.55,M,39.415,M,1.3,0024*7E,,Downspout Grille,,274,-,-,-,-,-
27,27,120,125,590638.1173,6136729.253,110742.45,5522.109699,N,1025.806339,E,5,8,,21.318,M,39.413,M,1.5,0008*77,,Downspout Grille,,125,-,-,-,-,-
26,26,84,88,590668.7161,6136659.415,105111.9,5522.071719,N,1025.833938,E,4,9,,22.111,M,39.413,M,0.9,0008*72,,Downspout Grille,,88,-,-,-,-,-
25,25,65,68,590690.9995,6136649.655,104354.65,5522.066211,N,1025.854836,E,4,8,,21.737,M,39.413,M,1.6,0008*7B,,Downspout Grille,,68,-,-,-,-,-
24,24,61,64,590714.3474,6136659.793,104216.7,5522.071417,N,1025.877129,E,4,10,,21.984,M,39.413,M,1.7,0008*70,,Downspout Grille,,64,-,-,1103665914,-,-
13,13,292,309,590668.2255,6136642.006,134418,5522.062341,N,1025.833136,E,4,7,,23.249,M,39.415,M,1,0024*7C,,Building Corner,,309,-,-,-,-,-
11,11,290,305,590658.3813,6136747.005,134114.2,5522.119043,N,1025.825861,E,4,7,,23.519,M,39.415,M,1.2,0024*7F,,Building Corner,,305,-,-,-,-,-
10,10,76,80,590679.2224,6136677.029,104706.4,5522.081096,N,1025.844224,E,4,9,,24.301,M,39.413,M,1.4,0008*73,,Building Corner,Bikeshed,80,-,-,-,-,-
9,9,75,79,590680.2824,6136667.009,104645.45,5522.075684,N,1025.845032,E,4,10,,24.386,M,39.413,M,1.5,0008*76,,Building Corner,Bikeshed,79,-,-,-,-,-
