,ID,lat,lon,time,NMEA_lat,latDir,NMEA_lon,lonDir,fix,nSat,hError,altitude,unit,height (datum),unit.1,dgpsAge,checksum,note,typename,sub category,ID,energifyn,fjernvarme,geodanmark,kortopslag,samaqua
581,238,55.36870372,10.43184091,131034.7,5522.122223,N,1025.910455,E,4,11,1.1,23.864,M,39.413,M,1.7,0013*7E,,new_Tree,,238,-,-,-,-,-
562,289,55.36917584,10.43129058,125957.75,5522.15055,N,1025.877435,E,4,7,3.3,22.721,M,39.413,M,1.8,0013*78,,new_Tree,,289,-,-,1202734486,-,-
561,290,55.36917801,10.43137014,125942.9,5522.150681,N,1025.882208,E,4,9,1.8,23.515,M,39.413,M,0.9,0013*76,,new_Tree,,290,-,-,1202734424,-,-
560,291,55.36918317,10.43144899,125926.3,5522.15099,N,1025.886939,E,4,8,2.2,22.779,M,39.413,M,1.3,0013*72,,new_Tree,,291,-,-,1202734487,-,-
559,292,55.36918475,10.43152549,125906.85,5522.151085,N,1025.891529,E,4,10,1.2,23.544,M,39.413,M,0.9,0013*7A,,new_Tree,,292,-,-,1202734423,-,-
558,293,55.369189,10.43160691,125841.35,5522.15134,N,1025.896414,E,4,11,0.9,24.01,M,39.413,M,1.4,0013*74,,new_Tree,,293,-,-,1202734422,-,-
557,294,55.36919323,10.43168785,125823.65,5522.151594,N,1025.901271,E,4,10,1.2,23.89,M,39.413,M,1.6,0013*73,,new_Tree,,294,-,-,1202734421,-,-
556,296,55.36920015,10.43185572,125755.7,5522.152009,N,1025.911343,E,4,11,0.9,23.905,M,39.413,M,1.7,0013*7E,,new_Tree,,296,-,-,1202734428,-,-
555,297,55.36920283,10.43193304,125737.15,5522.15217,N,1025.915983,E,4,11,0.9,24.039,M,39.413,M,1.1,0013*7E,,new_Tree,,297,-,-,1202734427,-,-
554,298,55.36920695,10.43201477,125720.15,5522.152417,N,1025.920886,E,4,10,1.2,23.898,M,39.413,M,1.1,0013*71,,new_Tree,,298,-,-,1202734426,-,-
553,299,55.36921014,10.43209327,125703.95,5522.152608,N,1025.925596,E,4,10,1.2,23.989,M,39.413,M,0.9,0013*7C,,new_Tree,,299,-,-,1202734425,-,-
552,300,55.3692146,10.43217171,125647.8,5522.152876,N,1025.930303,E,4,10,1.2,23.869,M,39.413,M,0.8,0013*7B,,new_Tree,,300,-,-,1202734430,-,-
551,301,55.36921747,10.43224769,125630.85,5522.153048,N,1025.934861,E,4,11,0.9,23.449,M,39.413,M,0.9,0013*75,,new_Tree,,301,-,-,1202734429,-,-
518,534,55.36839186,10.43273492,123537.3,5522.103512,N,1025.964095,E,4,10,1.3,26.818,M,39.413,M,1.3,0013*7B,,new_Tree,,534,-,-,-,-,-
519,535,55.36834886,10.43275188,123558.75,5522.100932,N,1025.965113,E,4,5,10.3,26.865,M,39.413,M,1.8,0013*47,,new_Tree,,535,-,-,-,-,-
520,536,55.36826665,10.43272919,123624.85,5522.095999,N,1025.963752,E,4,11,1.2,25.805,M,39.413,M,0.9,0013*78,,new_Tree,,536,-,-,-,-,-
521,537,55.36883149,10.43270835,123812.45,5522.12989,N,1025.962501,E,4,9,1.4,26.703,M,39.413,M,1.5,0013*74,,new_Tree,,537,-,-,-,-,-
522,538,55.36882373,10.43265422,123847.9,5522.129424,N,1025.959253,E,4,8,1.8,25.033,M,39.413,M,0.9,0013*70,,new_Tree,,538,-,-,-,-,-
547,564,55.36926337,10.43255692,125423.3,5522.155802,N,1025.953415,E,4,11,1.3,24.346,M,39.413,M,1.3,0013*70,,new_Tree,,564,-,-,-,-,-
548,565,55.3692666,10.4326538,125451.9,5522.155996,N,1025.959228,E,4,7,2.4,26.75,M,39.413,M,1.9,0013*72,,new_Tree,,565,-,-,-,-,-
549,566,55.36928252,10.43265079,125519.15,5522.156951,N,1025.959048,E,4,7,2.4,26.677,M,39.413,M,1.1,0013*7A,,new_Tree,,566,-,-,-,-,-
588,606,55.36804875,10.43273609,132151.15,5522.082925,N,1025.964165,E,4,10,1.6,24.402,M,39.413,M,1.1,0013*75,,new_Tree,,606,-,-,-,-,-
589,607,55.36800456,10.43274385,132217.6,5522.080273,N,1025.964631,E,4,8,1.3,24.225,M,39.413,M,1.6,0013*7B,,new_Tree,,607,-,-,-,-,-
373,84,55.36810231,10.43061588,112130.6,5522.086139,N,1025.836953,E,4,13,0.8,24.4,M,39.413,M,1.6,0007*78,,new_Tree Stump,,84,-,-,1103670638,-,-
357,374,55.36773302,10.4310428,111258.95,5522.063981,N,1025.862568,E,4,14,1,23.539,M,39.413,M,0.9,0007*79,,new_Unknown,,374,-,-,-,-,-
360,377,55.367799,10.43084072,111445.2,5522.06794,N,1025.850443,E,4,14,1,23.601,M,39.413,M,1.2,0007*73,,new_Light Fixture,,377,-,-,1103669380,-,-
362,379,55.36779837,10.43077854,111520.75,5522.067902,N,1025.846712,E,4,14,1,23.766,M,39.413,M,1.8,0007*77,,new_Unknown,,379,-,-,-,-,-
404,421,55.36843806,10.43013064,113901.4,5522.106283,N,1025.807839,E,4,11,1.6,23.736,M,39.413,M,1.4,0007*74,,new_Unknown,,421,-,-,-,-,-
405,422,55.36846134,10.43011753,113937.6,5522.107681,N,1025.807052,E,4,11,1.6,23.512,M,39.413,M,1.6,0007*78,,new_Unknown,,422,-,-,-,-,-
406,423,55.36851757,10.43011388,113956.6,5522.111054,N,1025.806833,E,4,11,1.6,23.227,M,39.413,M,1.6,0007*70,,new_Unknown,,423,-,-,-,-,-
407,424,55.36856129,10.43010855,114016.9,5522.113677,N,1025.806513,E,4,13,0.9,23.507,M,39.413,M,0.9,0007*7A,,new_Manhole Cover,,424,-,-,1034152864,-,-
408,425,55.36860852,10.42991037,114059.05,5522.116511,N,1025.794622,E,4,12,1.2,23.346,M,39.413,M,2,0007*7B,,new_Light Fixture,,425,-,-,1034152974,-,-
6,8,55.36780736,10.4319671,102021.55,5522.068442,N,1025.918026,E,4,9,,25.602,M,39.413,M,1.5,0008*7B,,Trash Can,,8,-,-,-,-,-
12,14,55.3679613,10.43194744,102202,5522.077678,N,1025.916846,E,4,6,,22.349,M,39.413,M,2,0008*72,,Trash Can,,14,-,-,-,-,-
29,32,55.36795047,10.43174556,102751.8,5522.077028,N,1025.904734,E,4,12,,22.138,M,39.413,M,0.8,0008*79,,Trash Can,,32,-,-,-,-,-
36,39,55.36780533,10.43180097,102948.15,5522.06832,N,1025.908058,E,4,6,,22.506,M,39.413,M,4.2,0008*40,,Trash Can,,39,-,-,-,-,-
54,57,55.36772644,10.43139976,104021.8,5522.063586,N,1025.883986,E,4,6,,22.398,M,39.413,M,1.8,0008*75,,Trash Can,,57,-,-,-,-,-
60,63,55.36777322,10.43110135,104149.05,5522.066393,N,1025.866081,E,4,7,,22.569,M,39.413,M,2,0008*7F,,Trash Can,,63,-,-,-,-,-
68,71,55.3677953,10.43082183,104438.45,5522.067718,N,1025.84931,E,4,10,,22.023,M,39.413,M,1.5,0008*7B,,Trash Can,,71,-,-,-,-,-
247,260,55.36886836,10.43101659,131940.4,5522.132102,N,1025.860995,E,4,8,,22.462,M,39.415,M,1.4,0024*73,,Trash Can,,260,-,-,-,-,-
248,261,55.36901077,10.43100082,132008.6,5522.140646,N,1025.860049,E,4,5,,23.533,M,39.415,M,1.6,0024*44,,Trash Can,,261,-,-,-,-,-
2,3,55.36781463,10.43226966,101752.75,5522.068878,N,1025.93618,E,4,7,,23.082,M,39.413,M,1.8,0008*78,,Tree,,3,-,-,1103670673,-,-
10,12,55.36791301,10.43197176,102138.25,5522.074781,N,1025.918306,E,4,5,,22.917,M,39.413,M,1.3,0008*72,,Tree,,12,-,-,1103670581,-,-
14,16,55.36798303,10.43196657,102219.55,5522.078982,N,1025.917994,E,4,11,,22.975,M,39.413,M,1.5,0008*7F,,Tree,,16,-,-,1103670972,-,-
15,17,55.36797478,10.43203876,102234.55,5522.078487,N,1025.922326,E,4,12,,22.972,M,39.413,M,1.5,0008*72,,Tree,,17,-,-,1103670695,-,-
16,18,55.3679856,10.4321144,102245.35,5522.079136,N,1025.926864,E,4,9,,22.965,M,39.413,M,1.4,0008*7B,,Tree,,18,-,-,1103670861,-,-
17,19,55.36798687,10.43235133,102312.15,5522.079212,N,1025.94108,E,4,10,,23.185,M,39.413,M,1.1,0008*76,,Tree,,19,-,-,1103670597,-,-
18,20,55.3679677,10.43243147,102327.6,5522.078062,N,1025.945888,E,4,9,,23.139,M,39.413,M,1.6,0008*75,,Tree,,20,-,-,1103670846,-,-
19,21,55.36799363,10.43246308,102339.75,5522.079618,N,1025.947785,E,4,12,,23.249,M,39.413,M,1.8,0008*72,,Tree,,21,-,-,1103670869,-,-
37,40,55.36780128,10.43177091,103019.55,5522.068077,N,1025.906255,E,4,7,,23.046,M,39.413,M,2.5,0008*73,,Tree,,40,-,-,1103670568,-,-
38,41,55.36784241,10.43174887,103056.2,5522.070545,N,1025.904932,E,4,10,,22.997,M,39.413,M,1.2,0008*70,,Tree,,41,-,-,1103670364,-,-
39,42,55.36796366,10.43171848,103121.25,5522.07782,N,1025.903109,E,4,11,,23.02,M,39.413,M,1.3,0008*7F,,Tree,,42,-,-,1103670519,-,-
40,43,55.36795968,10.43164681,103131.9,5522.077581,N,1025.898809,E,4,7,,23.189,M,39.413,M,0.9,0008*70,,Tree,,43,-,-,1103670984,-,-
42,45,55.36795255,10.43147364,103204.95,5522.077153,N,1025.888418,E,4,11,,23.123,M,39.413,M,0.9,0008*71,,Tree,,45,-,-,1103670678,-,-
43,46,55.36795329,10.43140575,103216.85,5522.077197,N,1025.884345,E,4,12,,23.032,M,39.413,M,0.9,0008*7F,,Tree,,46,-,-,1103670700,-,-
46,49,55.36778359,10.43144506,103332.45,5522.067015,N,1025.886704,E,4,8,,23.045,M,39.413,M,1.5,0008*75,,Tree,,49,-,-,1103670391,-,-
47,50,55.36777742,10.43151333,103350.35,5522.066645,N,1025.8908,E,4,5,,23.071,M,39.413,M,4.3,0008*72,,Tree,,50,-,-,1103670754,-,-
48,51,55.36779872,10.43167596,103437.65,5522.067923,N,1025.900558,E,4,6,,23.52,M,39.413,M,1.6,0008*7F,,Tree,,51,-,-,1103670514,-,-
55,58,55.36777409,10.43125503,104052,5522.066445,N,1025.875302,E,4,10,,22.88,M,39.413,M,2,0008*77,,Tree,,58,-,-,1103670406,-,-
56,59,55.3677461,10.43123594,104104.95,5522.064766,N,1025.874156,E,4,10,,23.303,M,39.413,M,0.9,0008*7E,,Tree,,59,-,-,1103670433,-,-
57,60,55.36771984,10.43118819,104117.1,5522.06319,N,1025.871291,E,4,12,,23.008,M,39.413,M,1.1,0008*77,,Tree,,60,-,-,-,-,-
58,61,55.36774846,10.4311595,104124.55,5522.064908,N,1025.86957,E,4,10,,23.121,M,39.413,M,1.5,0008*73,,Tree,,61,-,-,1103670542,-,-
66,69,55.36782453,10.43092034,104405.1,5522.069472,N,1025.85522,E,4,9,,22.22,M,39.413,M,1.1,0008*7D,,Tree,,69,-,-,-,-,-
69,72,55.3678463,10.43084682,104456.95,5522.070778,N,1025.850809,E,4,8,,23.163,M,39.413,M,2,0008*7B,,Tree,,72,-,-,1103670394,-,-
70,73,55.36787571,10.43089988,104508.9,5522.072543,N,1025.853993,E,4,8,,23.165,M,39.413,M,0.9,0008*74,,Tree,,73,-,-,1103670759,-,-
71,74,55.36789916,10.43083224,104519.2,5522.07395,N,1025.849934,E,4,8,,23.502,M,39.413,M,1.2,0008*71,,Tree,,74,-,-,1103670586,-,-
79,83,55.36811265,10.43064557,104821.7,5522.086759,N,1025.838734,E,4,5,,23.868,M,39.413,M,0.7,0008*79,,Tree,,83,-,-,1103670627,-,-
85,89,55.36803993,10.43102915,105242.7,5522.082396,N,1025.861749,E,4,11,,23.18,M,39.413,M,1.7,0008*70,,Tree,,89,-,-,1103670783,-,-
86,90,55.36803572,10.43117614,105300.7,5522.082143,N,1025.870568,E,4,12,,22.356,M,39.413,M,1.7,0008*78,,Tree,,90,-,-,1103670496,-,-
87,91,55.36799461,10.43121619,105314.1,5522.079677,N,1025.872971,E,4,9,,23.003,M,39.413,M,1.1,0008*7A,,Tree,,91,-,-,1103670490,-,-
88,92,55.36809125,10.43120503,105335.7,5522.085475,N,1025.872302,E,4,10,,23.098,M,39.413,M,1.7,0008*7A,,Tree,,92,-,-,1103670351,-,-
89,93,55.36835303,10.43115984,105413.15,5522.101182,N,1025.86959,E,4,12,,22.953,M,39.413,M,1.1,0008*7A,,Tree,,93,-,-,1103670365,-,-
90,94,55.36837209,10.43100263,105434.65,5522.102325,N,1025.860158,E,4,12,,22.539,M,39.413,M,1.6,0008*73,,Tree,,94,-,-,1103670396,-,-
91,95,55.36842378,10.43095983,105448.15,5522.105427,N,1025.85759,E,4,12,,23.282,M,39.413,M,1.1,0008*77,,Tree,,95,-,-,1103670502,-,-
92,96,55.36847679,10.43097782,105459.75,5522.108607,N,1025.858669,E,4,14,,22.937,M,39.413,M,1.8,0008*78,,Tree,,96,-,-,1103670842,-,-
93,97,55.36843886,10.43081706,105519.85,5522.106332,N,1025.849024,E,4,11,,23.445,M,39.413,M,0.9,0008*73,,Tree,,97,-,-,1103670626,-,-
94,98,55.36845501,10.43074658,105530.25,5522.107301,N,1025.844795,E,4,10,,23.632,M,39.413,M,1.3,0008*77,,Tree,,98,-,-,1103670755,-,-
95,99,55.36841748,10.43071241,105539.2,5522.105049,N,1025.842745,E,4,11,,23.31,M,39.413,M,1.2,0008*7C,,Tree,,99,-,-,1103670532,-,-
96,100,55.36843035,10.43063202,105550.7,5522.105821,N,1025.837921,E,4,10,,23.233,M,39.413,M,1.7,0008*78,,Tree,,100,-,-,1103670643,-,-
100,104,55.36838064,10.43069292,105652.5,5522.102838,N,1025.841575,E,4,11,,23.607,M,39.413,M,1.5,0008*75,,Tree,,104,-,-,1103670854,-,-
101,105,55.36838175,10.43075083,105704.2,5522.102905,N,1025.84505,E,4,9,,23.726,M,39.413,M,2.2,0008*77,,Tree,,105,-,-,1103670438,-,-
102,106,55.36826357,10.43072385,105755.1,5522.095814,N,1025.843431,E,5,10,,22.006,M,39.413,M,1.1,0008*7D,,Tree,,106,-,-,1067406484,-,-
109,114,55.36837383,10.4304456,110240.5,5522.10243,N,1025.826736,E,4,8,,23.085,M,39.413,M,1.5,0008*72,,Tree,,114,-,-,1103670421,-,-
110,115,55.3683734,10.43037839,110327.85,5522.102404,N,1025.822703,E,5,6,,23.397,M,39.413,M,0.9,0008*7B,,Tree,,115,-,-,1103670623,-,-
112,117,55.36843397,10.43040523,110427.25,5522.106038,N,1025.824314,E,4,7,,23.174,M,39.413,M,1.3,0008*70,,Tree,,117,-,-,1103670440,-,-
113,118,55.3684844,10.43036974,110443.5,5522.109064,N,1025.822184,E,4,7,,23.153,M,39.413,M,1.5,0008*7D,,Tree,,118,-,-,1103670765,-,-
114,119,55.36849177,10.43046864,110457.1,5522.109506,N,1025.828118,E,4,7,,22.94,M,39.413,M,1.1,0008*7D,,Tree,,119,-,-,1103670864,-,-
166,174,55.36812304,10.43168587,124336.65,5522.087382,N,1025.901152,E,4,8,,22.792,M,39.415,M,0.6,0024*75,,Tree,,174,-,-,1034135709,-,-
169,177,55.3681193,10.43160821,124429.75,5522.087158,N,1025.896493,E,4,7,,22.771,M,39.415,M,1.8,0024*76,,Tree,,177,-,-,1034135708,-,-
170,179,55.36811639,10.43153618,124450.95,5522.086983,N,1025.892171,E,4,8,,23.084,M,39.415,M,2,0024*7D,,Tree,,179,-,-,1034135711,-,-
185,195,55.36829716,10.43196412,125148.15,5522.09783,N,1025.917847,E,4,10,,22.918,M,39.415,M,1.1,0024*77,,Tree,,195,-,-,1034135706,-,-
186,196,55.36829927,10.43202692,125200.8,5522.097956,N,1025.921615,E,4,11,,22.924,M,39.415,M,0.8,0024*76,,Tree,,196,-,-,1034135705,-,-
187,197,55.36830241,10.43208851,125211.85,5522.098145,N,1025.925311,E,4,12,,22.928,M,39.415,M,0.9,0024*7E,,Tree,,197,-,-,1034135473,-,-
202,212,55.36844241,10.43158122,125802.05,5522.106545,N,1025.894873,E,4,8,,22.953,M,39.415,M,2,0024*74,,Tree,,212,-,-,1034135470,-,-
205,215,55.36844571,10.43164689,125829.25,5522.106743,N,1025.898813,E,4,7,,22.953,M,39.415,M,1.3,0024*70,,Tree,,215,-,-,1034135703,-,-
207,217,55.36844688,10.43171037,125852.05,5522.106813,N,1025.902622,E,4,11,,22.826,M,39.415,M,1,0024*7A,,Tree,,217,-,-,1034135702,-,-
213,223,55.36846663,10.43217893,130041.3,5522.107998,N,1025.930736,E,4,7,,22.91,M,39.415,M,1.3,0024*75,,Tree,,223,-,-,1034135476,-,-
215,226,55.36847005,10.4322382,130108.85,5522.108203,N,1025.934292,E,4,7,,22.87,M,39.415,M,1.9,0024*7D,,Tree,,226,-,-,1034135475,-,-
216,227,55.36847306,10.43230279,130122.75,5522.108384,N,1025.938167,E,4,10,,23.019,M,39.415,M,0.8,0024*79,,Tree,,227,-,-,1034135478,-,-
224,236,55.36871967,10.4322138,130539.8,5522.12318,N,1025.932828,E,4,10,,23.525,M,39.415,M,1.8,0024*7F,,Tree,,236,-,-,-,-,-
225,237,55.36871203,10.43203015,130601.45,5522.122722,N,1025.921809,E,4,11,,23.475,M,39.415,M,1.5,0024*74,,Tree,,237,-,-,-,-,-
226,238,55.36870346,10.43183956,130622.25,5522.122208,N,1025.910374,E,4,11,,23.631,M,39.415,M,1.3,0024*74,,Tree,,238,-,-,-,-,-
275,289,55.36917579,10.43128873,133103.05,5522.150547,N,1025.877324,E,4,8,,22.783,M,39.415,M,2,0024*7A,,Tree,Removed,289,-,-,1202734486,-,-
276,290,55.36917793,10.43136882,133114.6,5522.150676,N,1025.882129,E,4,8,,23.146,M,39.415,M,1.6,0024*76,,Tree,,290,-,-,1202734424,-,-
277,291,55.36918329,10.43144634,133145.3,5522.150997,N,1025.88678,E,4,11,,22.995,M,39.415,M,1.3,0024*76,,Tree,Removed,291,-,-,1202734487,-,-
278,292,55.36918554,10.43152441,133157.25,5522.151132,N,1025.891465,E,4,8,,23.37,M,39.415,M,2.3,0024*77,,Tree,,292,-,-,1202734423,-,-
279,293,55.36918905,10.4316054,133212.9,5522.151343,N,1025.896324,E,4,9,,23.424,M,39.415,M,0.9,0024*7A,,Tree,,293,-,-,1202734422,-,-
280,294,55.36919189,10.43168339,133226.75,5522.151513,N,1025.901003,E,4,9,,23.455,M,39.415,M,1.8,0024*71,,Tree,,294,-,-,1202734421,-,-
281,295,55.36919634,10.43176232,133245.6,5522.15178,N,1025.905739,E,4,10,,22.737,M,39.415,M,1.6,0024*7C,,Tree,Removed,295,-,-,-,-,-
282,296,55.36920089,10.43185605,133259.2,5522.152053,N,1025.911363,E,4,10,,23.154,M,39.415,M,1.2,0024*7E,,Tree,,296,-,-,1202734428,-,-
283,297,55.36920292,10.43193239,133318.95,5522.152175,N,1025.915943,E,4,13,,23.476,M,39.415,M,0.9,0024*70,,Tree,,297,-,-,1202734427,-,-
284,298,55.36920712,10.43201385,133337.5,5522.152427,N,1025.920831,E,4,11,,23.5,M,39.415,M,1.5,0024*71,,Tree,,298,-,-,1202734426,-,-
285,299,55.36920947,10.43208943,133350.45,5522.152568,N,1025.925366,E,4,9,,23.532,M,39.415,M,1.5,0024*71,,Tree,,299,-,-,1202734425,-,-
286,300,55.36921311,10.43216886,133403.9,5522.152787,N,1025.930132,E,4,10,,23.444,M,39.415,M,0.9,0024*78,,Tree,,300,-,-,1202734430,-,-
287,301,55.36921824,10.43224726,133427.65,5522.153094,N,1025.934836,E,4,9,,23.442,M,39.415,M,1.6,0024*74,,Tree,,301,-,-,1202734429,-,-
289,304,55.36891623,10.43066147,133825.75,5522.134974,N,1025.839688,E,5,7,,26.247,M,39.415,M,1.8,0024*73,,Tree,Collection of Trees,304,-,-,-,-,-
80,84,55.36810312,10.43061621,104857.15,5522.086187,N,1025.836973,E,4,9,,22.376,M,39.413,M,1.1,0008*7A,,Tree Stump,,84,-,-,1103670638,-,-
